household_id,district,latitude,longitude,distribution_date,household_size,baseline_fuel_kg_person_week,distance_to_market_km,elevation_m,usage_month_1,usage_month_2,usage_month_3,usage_month_4,usage_month_5,usage_month_6,market_climb_index,dist_month,is_rainy_season,relative_remoteness,weekly_baseline_hh,avg_weekly_usage,pct_reduction,low_adoption
HH-04139,Rulindo,-1.737315,30.004607,2023-02-06,4.0,7.1,10.0,1953,26.6,23.7,30.1,25.8,26.1,28.8,19.53,2,0,0.044480047438647176,28.4,26.850000000000005,0.05457746478873217,1
HH-03819,Rulindo,-1.739596,30.074595,2023-08-04,7.0,8.9,1.1,1530,36.2,36.9,27.2,27.3,24.6,25.9,1.6830000000000003,8,0,0.11448876986525021,62.300000000000004,29.683333333333334,0.5235420010700911,0
HH-06270,Burera,-1.469271,29.772183,2023-06-14,3.0,7.3,8.4,1559,9.0,8.8,10.3,8.8,8.4,12.2,13.0956,6,0,0.08968557830939111,21.9,9.583333333333334,0.5624048706240486,0
HH-04301,Nyabihu,-1.626394,29.482012,2023-04-20,2.0,8.5,2.2,2236,14.7,12.8,16.6,15.2,15.0,15.1,4.919200000000001,4,1,0.09679347951207397,17.0,14.899999999999999,0.12352941176470597,1
HH-05570,Gakenke,-1.675119,29.881193,2023-03-26,6.0,8.0,2.1,2130,18.3,21.8,20.7,20.2,19.6,20.0,4.473,3,1,0.09699619132296947,48.0,20.099999999999998,0.58125,0
HH-06197,Musanze,-1.485448,29.657592,2023-10-27,4.0,7.7,1.8,1808,13.7,13.0,19.2,11.5,10.7,12.1,3.2544,10,1,0.07871542924831437,30.8,13.366666666666665,0.5660173160173161,0
HH-02594,Burera,-1.472148,29.714867,2024-03-05,4.0,9.4,20.3,1658,34.4,31.1,33.4,35.2,39.3,40.3,33.6574,3,1,0.04363044192696364,37.6,35.616666666666674,0.05274822695035444,1
HH-04165,Burera,-1.465969,29.762542,2024-02-05,1.0,9.9,8.1,2082,7.9,8.5,9.9,,9.1,8.2,16.864199999999997,2,0,0.07950055581167728,9.9,8.719999999999999,0.11919191919191933,1
HH-03032,Musanze,-1.546173,29.68164,2023-12-26,5.0,12.4,5.8,2049,57.7,64.1,53.2,46.5,64.2,60.0,11.8842,12,1,0.12927837777472273,62.0,57.61666666666667,0.07069892473118279,1
HH-05972,Nyabihu,-1.594342,29.526218,2024-06-19,1.0,10.4,9.3,2256,8.7,8.5,8.7,10.7,10.4,7.8,20.9808,6,0,0.11799791154860748,10.4,9.133333333333331,0.12179487179487204,1
HH-03580,Burera,-1.454594,29.787663,2023-06-06,6.0,6.0,1.6,1787,31.4,29.3,29.5,37.3,33.4,32.5,2.8592,6,0,0.10081757231748016,36.0,32.233333333333334,0.1046296296296296,1
HH-02833,Nyabihu,-1.590926,29.504266,2024-05-02,6.0,6.1,3.3,2445,13.2,17.3,20.5,13.2,16.7,18.3,8.068499999999998,5,1,0.09615011737171325,36.599999999999994,16.533333333333335,0.5482695810564662,0
HH-05450,Nyabihu,-1.58811,29.480087,2023-07-26,5.0,6.7,2.4,2292,16.2,15.9,16.8,12.2,15.4,,5.500799999999999,7,0,0.07274110895492547,33.5,15.300000000000002,0.5432835820895521,0
HH-03473,Burera,-1.488558,29.800514,2023-10-06,4.0,10.1,12.5,1753,33.9,32.9,34.0,37.8,37.2,42.5,21.912499999999998,10,1,0.12326883742327836,40.4,36.38333333333333,0.0994224422442244,1
HH-06328,Musanze,-1.516114,29.552666,2024-03-24,5.0,9.6,1.0,2116,20.5,18.4,22.9,19.6,19.9,15.3,2.116,3,1,0.059763840435511535,48.0,19.433333333333334,0.5951388888888889,0
HH-00138,Rulindo,-1.768074,30.008868,2023-04-05,3.0,10.3,8.3,1728,18.6,15.9,16.8,12.3,12.1,14.4,14.342400000000001,4,1,0.05920376681468606,30.900000000000002,15.016666666666666,0.5140237324703345,0
HH-04893,Burera,-1.449209,29.834982,2024-03-11,6.0,7.1,3.25,1831,24.4,18.6,16.0,20.5,17.8,20.8,5.95075,3,1,0.147147107695903,42.599999999999994,19.683333333333334,0.5379499217527386,0
HH-02181,Musanze,-1.516143,29.676405,2024-06-23,6.0,8.2,10.6,2041,20.5,25.8,19.6,25.3,19.8,21.0,21.6346,6,0,0.1079825174844859,49.199999999999996,22.0,0.5528455284552846,0
HH-02129,Gakenke,-1.655736,29.817823,2023-04-25,2.0,8.7,0.9,2155,16.9,13.7,13.6,12.3,14.3,17.1,1.9394999999999998,4,1,0.03733473639872548,17.4,14.65,0.15804597701149417,1
HH-03178,Gakenke,-1.601087,29.807249,2023-06-14,7.0,9.5,4.3,2142,29.2,36.2,34.9,26.0,34.3,27.0,9.2106,6,0,0.07460606410995817,66.5,31.26666666666667,0.5298245614035088,0
HH-04855,Burera,-1.482043,29.811447,2023-12-13,4.0,5.5,1.4,1815,13.1,10.7,9.0,10.9,9.8,,2.541,12,1,0.13094321039181264,22.0,10.7,0.5136363636363637,0
HH-04638,Rulindo,-1.735634,30.08721,2024-04-05,4.0,8.2,2.4,1809,13.7,14.1,,13.7,12.7,16.7,4.3416,4,1,0.12698899856588586,32.8,14.180000000000001,0.5676829268292682,0
HH-05116,Burera,-1.429865,29.723561,2023-06-01,6.0,8.9,2.6,1972,45.4,49.0,55.6,55.3,45.4,44.6,5.1272,6,0,0.036088240181153815,53.400000000000006,49.21666666666667,0.07833957553058683,1
HH-06979,Rulindo,-1.774914,30.010775,2023-01-30,6.0,4.2,0.7,2079,13.1,12.0,10.1,12.1,11.4,14.1,1.4553,1,0,0.0648286432753021,25.200000000000003,12.133333333333333,0.5185185185185186,0
HH-04262,Gakenke,-1.650454,29.780281,2023-01-23,6.0,4.9,3.5,1751,25.0,24.0,24.2,24.6,27.7,22.9,6.1285,1,0,0.02196470133266898,29.400000000000002,24.733333333333334,0.15873015873015875,1
HH-04345,Burera,-1.43651,29.744451,2024-06-18,5.0,8.3,0.6,1754,25.2,18.4,17.3,16.4,17.7,,1.0524,6,0,0.05616212902081646,41.5,18.999999999999996,0.5421686746987953,0
HH-01332,Rulindo,-1.722723,30.080771,2023-07-10,4.0,7.9,2.3,1632,18.5,17.6,,14.2,14.0,10.3,3.7535999999999996,7,0,0.12109995114189079,31.6,14.919999999999998,0.5278481012658228,0
HH-02018,Gakenke,-1.694949,29.752993,2023-07-28,5.0,6.2,6.0,1791,13.5,13.4,13.2,11.6,13.3,14.1,10.745999999999999,7,0,0.03873876272710966,31.0,13.183333333333332,0.574731182795699,0
HH-04543,Nyabihu,-1.58037,29.478467,2023-02-16,6.0,10.1,2.0,2598,54.5,60.8,55.5,52.9,52.7,62.9,5.196,2,0,0.06829487629754101,60.599999999999994,56.550000000000004,0.06683168316831667,1
HH-02483,Gakenke,-1.622928,29.862835,2024-01-24,5.0,10.1,2.9,1949,,50.3,47.4,53.0,55.5,54.4,5.6521,1,0,0.09268294674056694,50.5,52.11999999999999,-0.032079207920791886,1
HH-01359,Musanze,-1.502003,29.600028,2023-12-19,5.0,8.4,1.3,1782,15.7,21.8,15.3,18.8,18.7,16.1,2.3166,12,1,0.04214955439727191,42.0,17.733333333333334,0.5777777777777777,0
HH-06942,Gakenke,-1.631159,29.764472,2023-09-16,5.0,10.6,12.5,1946,48.1,47.2,49.0,44.1,42.1,46.2,24.325,9,1,0.045428035741562886,53.0,46.11666666666667,0.129874213836478,1
HH-06242,Nyabihu,-1.618578,29.499443,2024-04-22,4.0,9.8,6.4,2321,22.9,17.0,19.4,17.6,17.3,15.0,14.854400000000002,4,1,0.10497627289439007,39.2,18.2,0.5357142857142858,0
HH-01330,Burera,-1.460598,29.761383,2024-05-28,7.0,6.2,3.3,1802,19.7,21.0,18.8,22.0,23.3,20.2,5.9466,5,1,0.07663580798283152,43.4,20.833333333333332,0.5199692780337942,0
HH-07974,Gakenke,-1.734756,29.789796,2023-10-24,4.0,9.1,6.6,2130,20.7,13.2,19.9,17.5,13.7,13.7,14.057999999999998,10,1,0.06294321602367578,36.4,16.45,0.5480769230769231,0
HH-06882,Nyabihu,-1.602938,29.483514,2024-04-15,7.0,0.2,2.3,2432,48.6,47.0,41.4,52.4,52.2,53.9,5.5935999999999995,4,1,0.08298590138559538,1.4000000000000001,49.25,-34.17857142857142,1
HH-07876,Burera,-1.459841,29.80366,2023-07-27,1.0,8.9,0.7,1759,8.2,8.4,8.6,8.4,9.8,8.9,1.2312999999999998,7,0,0.1174974780252496,8.9,8.716666666666667,0.020599250936329614,1
HH-02151,Musanze,-1.52861,29.66968,2023-12-05,4.0,10.3,2.0,1939,37.1,38.0,38.5,40.8,36.2,32.5,3.878,12,1,0.1090423218836338,41.2,37.18333333333333,0.09749190938511341,1
HH-04531,Musanze,-1.505906,29.611341,2023-03-13,7.0,10.2,1.7,1713,32.2,38.7,33.2,34.5,34.9,39.2,2.9121,3,1,0.051260918913522614,71.39999999999999,35.45000000000001,0.5035014005602239,0
HH-02123,Gakenke,-1.686794,29.817884,2024-01-14,2.0,7.9,3.5,1982,14.4,11.9,16.2,16.0,14.9,12.4,6.937,1,0,0.03672496796888562,15.8,14.300000000000002,0.09493670886075938,1
HH-04674,Nyabihu,-1.574729,29.459723,2023-06-11,5.0,10.5,9.6,2484,41.8,52.0,43.7,52.9,52.5,38.8,23.8464,6,0,0.04875657324950396,52.5,46.949999999999996,0.1057142857142858,1
HH-03982,Rulindo,-1.711687,30.021363,2024-02-20,6.0,5.6,3.5,1949,28.7,34.7,32.3,28.5,31.1,31.7,6.8215,2,0,0.06519084495914039,33.599999999999994,31.166666666666668,0.07242063492063473,1
HH-01253,Nyabihu,-1.569059,29.48956,2023-08-16,4.0,4.0,0.6,2594,6.0,5.0,5.1,,5.2,6.6,1.5563999999999998,8,0,0.0762969377087251,16.0,5.58,0.65125,0
HH-03279,Musanze,-1.548612,29.633205,2023-12-15,3.0,7.4,1.3,2012,20.5,20.5,16.7,17.6,16.4,20.3,2.6156,12,1,0.09899742138006708,22.200000000000003,18.666666666666668,0.1591591591591592,1
HH-03375,Rulindo,-1.76987,30.032244,2023-02-20,2.0,6.5,1.1,1866,7.6,5.1,7.7,6.1,6.3,6.1,2.0526000000000004,2,0,0.08031198292038824,13.0,6.483333333333333,0.5012820512820513,0
HH-02815,Burera,-1.496096,29.794773,2023-06-02,5.0,10.5,6.1,2122,48.6,45.5,38.9,44.6,47.2,50.6,12.944199999999999,6,0,0.121514094459832,52.5,45.900000000000006,0.1257142857142856,1
HH-04720,Gakenke,-1.642592,29.814287,2023-08-25,2.0,9.3,6.6,2026,15.2,14.5,15.7,16.6,18.1,16.3,13.371599999999997,8,0,0.04208041319540891,18.6,16.066666666666666,0.13620071684587823,1
HH-06545,Burera,-1.463604,29.729625,2023-12-30,4.0,8.1,8.7,2358,27.6,,29.6,34.0,33.7,29.8,20.514599999999998,12,1,0.048859309187010674,32.4,30.940000000000005,0.045061728395061534,1
HH-01849,Gakenke,-1.685151,29.792433,2024-02-16,5.0,9.5,14.6,2053,25.7,19.6,20.4,18.2,21.7,24.7,29.973799999999997,2,0,0.015442389844846017,47.5,21.716666666666665,0.5428070175438597,0
HH-04859,Gakenke,-1.628578,29.842553,2023-12-02,5.0,10.6,5.2,1905,56.5,,56.1,38.6,56.2,50.7,9.906,12,1,0.07273459595730092,53.0,51.61999999999999,0.026037735849056786,1
HH-03038,Gakenke,-1.681255,29.813815,2023-02-17,3.0,5.7,16.9,1677,15.3,13.8,16.0,14.1,17.3,13.1,28.341299999999997,2,0,0.030967114880194224,17.1,14.933333333333332,0.12670565302144265,1
HH-00389,Rulindo,-1.710656,29.988971,2023-11-05,3.0,10.4,7.5,1818,17.0,12.0,10.9,15.3,14.6,15.4,13.635,11,1,0.03723224071986627,31.200000000000003,14.200000000000001,0.5448717948717948,0
HH-00236,Rulindo,-1.778912,29.985809,2024-01-07,4.0,9.5,2.6,1736,18.9,19.2,22.5,17.3,14.6,15.6,4.5136,1,0,0.05140710241401595,38.0,18.016666666666662,0.5258771929824563,0
HH-01078,Rulindo,-1.784411,30.075288,2023-12-12,5.0,10.6,2.4,1665,20.3,27.8,25.6,24.1,25.8,24.2,3.996,12,1,0.12549019068490494,53.0,24.633333333333336,0.5352201257861635,0
HH-01985,Nyabihu,-1.588815,29.506045,2023-09-08,4.0,7.5,2.7,2427,24.6,29.0,26.4,30.7,26.2,26.9,6.5529,9,1,0.09711500454608273,30.0,27.3,0.08999999999999998,1
HH-04364,Burera,-1.495945,29.808251,2024-04-01,3.0,9.3,15.4,1906,22.6,23.8,22.5,23.1,24.2,25.1,29.3524,4,1,0.13341589899972744,27.900000000000002,23.55,0.15591397849462368,1
HH-03963,Nyabihu,-1.58109,29.465454,2023-02-22,4.0,10.0,3.3,2518,22.3,17.5,17.5,20.5,,14.6,8.309399999999998,2,0,0.05651257560244797,40.0,18.479999999999997,0.538,0
HH-00771,Nyabihu,-1.615211,29.548135,2023-12-07,6.0,11.9,11.9,2352,70.4,55.6,68.0,65.4,68.4,62.4,27.988799999999998,12,1,0.14592697705612034,71.4,65.03333333333332,0.08916900093370711,1
HH-02166,Gakenke,-1.704724,29.8446,2024-06-12,4.0,8.7,1.9,2019,,13.1,13.8,15.8,18.6,18.3,3.8361,6,0,0.06862781935739788,34.8,15.920000000000002,0.5425287356321838,0
HH-04534,Musanze,-1.491412,29.684915,2024-05-13,5.0,9.7,4.5,1854,21.5,19.7,26.4,23.9,26.6,21.1,8.343,5,1,0.10664276793816986,48.5,23.2,0.5216494845360825,0
HH-00674,Burera,-1.452875,29.789678,2024-03-12,4.0,11.2,3.3,2008,36.3,38.3,40.1,46.2,36.6,38.3,6.626399999999999,3,1,0.10253294966139433,44.8,39.29999999999999,0.1227678571428573,1
HH-00250,Gakenke,-1.731021,29.757326,2023-09-26,6.0,12.7,17.8,2035,65.6,70.6,73.3,63.5,66.7,83.0,36.223000000000006,9,1,0.06481721608688178,76.19999999999999,70.45,0.07545931758530167,1
HH-06298,Nyabihu,-1.569148,29.487726,2023-10-12,6.0,8.5,4.0,2497,50.5,,41.1,49.7,55.9,46.5,9.988,10,1,0.07449919251427907,51.0,48.74,0.04431372549019604,1
HH-01575,Nyabihu,-1.640547,29.495688,2024-04-19,4.0,11.3,1.4,2586,23.7,22.8,,21.3,26.8,21.2,3.6203999999999996,4,1,0.11647385974108437,45.2,23.16,0.48761061946902656,0
HH-06239,Gakenke,-1.691135,29.804909,2024-04-20,6.0,7.2,25.0,1913,44.6,38.9,38.9,37.6,37.4,39.4,47.825,4,1,0.028123423827364245,43.2,39.46666666666667,0.08641975308641978,1
HH-03420,Nyabihu,-1.560471,29.485416,2023-03-20,4.0,12.0,6.3,2647,27.5,23.4,22.9,21.1,19.4,23.1,16.676099999999998,3,1,0.07131844542640269,48.0,22.900000000000002,0.5229166666666666,0
HH-02082,Nyabihu,-1.595406,29.490406,2024-03-09,6.0,9.5,9.4,2501,30.5,32.9,27.9,20.5,23.7,26.6,23.5094,3,1,0.08520674158779895,57.0,27.016666666666666,0.5260233918128655,0
HH-01824,Rulindo,-1.76436,29.964052,2023-09-13,2.0,7.5,23.9,1991,13.4,12.9,12.3,13.8,14.3,13.5,47.5849,9,1,0.03028071701087561,15.0,13.366666666666667,0.10888888888888885,1
HH-07633,Musanze,-1.467446,29.600945,2024-01-06,7.0,4.2,2.9,1770,26.8,27.3,25.6,28.2,23.7,29.7,5.133,1,0,0.019395387252044524,29.400000000000002,26.88333333333333,0.08560090702947866,1
HH-07645,Nyabihu,-1.586107,29.503777,2024-01-11,2.0,9.2,0.9,2554,8.1,7.7,8.2,9.1,9.8,10.4,2.2986,1,0,0.09410988335716276,18.4,8.883333333333335,0.5172101449275361,0
HH-04545,Musanze,-1.456563,29.566885,2023-09-27,5.0,9.3,1.8,2020,27.4,19.0,25.0,18.2,23.3,15.9,3.636,9,1,0.016709441409517155,46.5,21.46666666666667,0.5383512544802866,0
HH-05566,Nyabihu,-1.635656,29.48804,2023-12-20,6.0,5.9,7.4,2625,,33.2,30.7,36.7,33.5,35.3,19.425,12,1,0.10764692559538556,35.400000000000006,33.88000000000001,0.04293785310734451,1
HH-00717,Rulindo,-1.707334,30.011817,2023-03-10,3.0,6.4,1.9,1778,9.1,10.3,11.0,7.4,9.6,8.8,3.3782,3,1,0.058221863904264336,19.200000000000003,9.366666666666667,0.5121527777777778,0
HH-07139,Rulindo,-1.713382,29.991951,2023-03-12,5.0,7.5,11.7,1844,15.4,16.6,18.4,17.7,21.9,18.9,21.5748,3,1,0.0380109878993076,37.5,18.150000000000002,0.5159999999999999,0
HH-07466,Musanze,-1.465301,29.653617,2023-11-01,4.0,8.3,2.7,1947,31.5,34.7,25.5,25.8,27.0,34.5,5.256900000000001,11,1,0.07176539789602757,33.2,29.833333333333332,0.10140562248995995,1
HH-02049,Burera,-1.481095,29.716689,2023-06-13,3.0,9.5,1.3,1764,20.6,30.0,25.4,23.4,24.2,24.7,2.2932,6,0,0.05199112950509397,28.5,24.71666666666667,0.13274853801169584,1
HH-05998,Rulindo,-1.770081,29.969356,2023-04-08,2.0,8.7,10.4,1598,9.0,7.5,6.1,8.1,8.6,7.0,16.619200000000003,4,1,0.036905950448503796,17.4,7.716666666666668,0.5565134099616856,0
HH-06601,Burera,-1.460642,29.813074,2023-12-03,5.0,8.2,7.3,1801,39.0,40.4,29.8,42.6,38.9,35.1,13.1473,12,1,0.12689632975029153,41.0,37.63333333333333,0.08211382113821139,1
HH-05265,Gakenke,-1.717593,29.844198,2023-07-22,1.0,8.9,1.9,1957,6.8,9.3,8.5,8.8,7.3,8.7,3.7183,7,0,0.0752846725137555,8.9,8.233333333333334,0.07490636704119844,1
HH-04179,Musanze,-1.504787,29.564576,2023-04-16,4.0,10.9,3.2,1714,23.6,19.4,17.5,23.4,23.3,15.3,5.4848,4,1,0.04432895896842271,43.6,20.416666666666668,0.5317278287461774,0
HH-04810,Gakenke,-1.646265,29.779314,2024-02-18,8.0,9.1,4.8,1907,70.1,56.2,62.8,61.4,61.7,,9.153599999999999,2,0,0.026260160630947466,72.8,62.44,0.1423076923076923,1
HH-02725,Musanze,-1.469181,29.665404,2023-11-04,4.0,9.0,1.0,1742,15.8,17.5,17.1,12.5,14.2,15.5,1.742,11,1,0.08370250324110734,36.0,15.433333333333332,0.5712962962962964,0
HH-07233,Nyabihu,-1.55595,29.520703,2023-12-07,3.0,8.2,0.8,2615,19.8,19.7,21.2,18.1,23.4,22.4,2.092,12,1,0.10654683491398124,24.599999999999998,20.76666666666667,0.15582655826558248,1
HH-01461,Musanze,-1.464676,29.59949,2023-09-06,3.0,9.0,16.4,2045,12.5,11.3,12.4,10.1,12.0,13.5,33.538,9,1,0.01764022845473898,27.0,11.966666666666669,0.55679012345679,0
HH-06915,Musanze,-1.55,29.673927,2024-03-28,6.0,6.9,1.3,2162,33.9,40.0,30.7,39.5,39.4,38.8,2.8106,3,1,0.1260043121022924,41.400000000000006,37.050000000000004,0.10507246376811596,1
HH-05990,Rulindo,-1.734469,30.083519,2024-03-06,2.0,7.5,0.7,1850,8.0,7.0,6.6,6.2,6.6,6.9,1.295,3,1,0.12329130609320939,15.0,6.883333333333333,0.5411111111111111,0
HH-01669,Nyabihu,-1.610284,29.484639,2024-03-23,7.0,10.9,5.0,2472,,60.0,71.2,67.5,69.3,73.9,12.36,3,1,0.0881338166018138,76.3,68.38,0.10380078636959374,1
HH-02757,Musanze,-1.503684,29.675253,2024-06-18,5.0,8.1,2.6,1871,32.5,42.0,41.2,34.8,40.9,41.3,4.8646,6,0,0.10148330546601567,40.5,38.78333333333333,0.04238683127572021,1
HH-02001,Musanze,-1.516093,29.668235,2023-10-23,5.0,7.4,2.3,1674,21.4,19.8,15.9,21.4,14.3,,3.8501999999999996,10,1,0.10088090871775589,37.0,18.56,0.4983783783783784,0
HH-04572,Rulindo,-1.714704,29.989369,2024-05-25,6.0,7.5,0.9,1692,43.9,36.6,38.7,42.1,36.3,33.9,1.5228,5,1,0.03512927899982914,45.0,38.583333333333336,0.14259259259259255,1
HH-04614,Nyabihu,-1.586873,29.47019,2023-06-24,2.0,10.8,2.2,2749,13.1,10.5,9.4,9.1,7.5,10.4,6.0478000000000005,6,0,0.06332314961844887,21.6,10.0,0.5370370370370371,0
HH-07434,Nyabihu,-1.596193,29.490469,2023-12-29,5.0,6.1,0.8,2530,14.0,16.0,10.7,15.9,11.0,13.9,2.024,12,1,0.0856171968309737,30.5,13.583333333333334,0.5546448087431693,0
HH-00405,Musanze,-1.515904,29.639097,2023-09-06,3.0,6.4,0.9,2067,17.3,19.9,18.2,20.7,17.3,19.9,1.8603000000000003,9,1,0.0772849002076178,19.200000000000003,18.883333333333336,0.016493055555555542,1
HH-00385,Rulindo,-1.704989,30.054841,2023-12-02,4.0,8.5,1.9,1771,14.8,14.7,14.2,17.8,13.2,12.3,3.3648999999999996,12,1,0.09905589620129548,34.0,14.5,0.5735294117647058,0
HH-07186,Gakenke,-1.739477,29.875353,2023-09-28,3.0,8.3,0.5,2004,9.9,9.8,10.2,11.6,9.2,8.2,1.002,9,1,0.11334003797721369,24.900000000000002,9.816666666666668,0.6057563587684069,0
HH-02153,Rulindo,-1.78286,30.040188,2023-05-03,3.0,11.1,7.7,1734,18.5,14.6,14.7,19.2,16.5,16.3,13.3518,5,1,0.09353929310619012,33.3,16.633333333333333,0.5005005005005004,0
HH-01634,Rulindo,-1.776899,30.036973,2024-02-29,6.0,12.3,2.1,2274,30.9,,35.7,38.1,30.8,26.4,4.7754,2,0,0.08776475226247532,73.80000000000001,32.38,0.5612466124661247,0
HH-07330,Burera,-1.422481,29.718861,2023-03-30,3.0,8.5,1.1,1926,23.8,19.2,21.4,20.6,21.1,19.7,2.1186000000000003,3,1,0.03407122320526206,25.5,20.966666666666665,0.17777777777777784,1
HH-05581,Nyabihu,-1.616561,29.528933,2024-04-24,4.0,9.3,2.9,2360,39.1,35.8,37.6,27.1,36.3,32.4,6.843999999999999,4,1,0.12913735675754714,37.2,34.71666666666666,0.0667562724014339,1
HH-04785,Musanze,-1.485303,29.640798,2023-09-17,6.0,9.2,4.1,2064,26.6,21.2,28.2,25.3,20.3,25.3,8.462399999999999,9,1,0.0626769207424808,55.199999999999996,24.483333333333334,0.5564613526570048,0
HH-07201,Musanze,-1.458056,29.616981,2024-02-28,7.0,10.7,1.3,1944,33.0,40.9,29.5,34.4,32.5,36.2,2.5272,2,0,0.03561120588236229,74.89999999999999,34.416666666666664,0.5404984423676013,0
HH-06971,Nyabihu,-1.622472,29.498075,2023-11-16,2.0,7.0,4.3,2501,12.7,12.7,10.4,13.4,11.5,11.8,10.754299999999999,11,1,0.10620972938590299,14.0,12.083333333333334,0.13690476190476186,1
HH-03926,Nyabihu,-1.553156,29.460607,2023-10-25,4.0,10.0,5.1,2214,20.2,16.7,16.8,18.4,19.6,15.5,11.2914,10,1,0.046631319829781324,40.0,17.866666666666664,0.5533333333333335,0
HH-05337,Musanze,-1.506108,29.582917,2023-01-19,4.0,8.7,1.0,1724,19.0,14.0,17.0,13.2,15.7,13.9,1.724,1,0,0.04215305122186962,34.8,15.466666666666669,0.5555555555555555,0
HH-04159,Gakenke,-1.624711,29.773037,2024-03-21,5.0,9.5,9.1,2208,47.2,40.9,37.6,40.8,37.3,39.1,20.0928,3,1,0.04865555098621158,47.5,40.483333333333334,0.14771929824561403,1
HH-04949,Rulindo,-1.799201,29.952997,2024-06-07,4.0,6.4,0.9,1679,12.9,13.5,,11.0,9.2,13.0,1.5111,6,0,0.06528095305306508,25.6,11.919999999999998,0.534375,0
HH-05899,Gakenke,-1.609788,29.859405,2023-09-19,5.0,8.8,1.7,1996,41.9,42.0,42.6,40.2,38.8,42.1,3.3931999999999998,9,1,0.0976041165717315,44.0,41.266666666666666,0.06212121212121214,1
HH-07385,Rulindo,-1.774773,29.993996,2023-02-10,3.0,8.1,0.9,1810,14.1,11.8,13.1,,11.7,8.6,1.629,2,0,0.05269342602727387,24.299999999999997,11.860000000000001,0.5119341563786007,0
HH-05359,Gakenke,-1.676094,29.873354,2023-07-14,7.0,7.2,3.7,2073,50.1,42.9,50.4,43.0,39.7,47.8,7.670100000000001,7,0,0.08920023378583398,50.4,45.650000000000006,0.0942460317460316,1
HH-00224,Musanze,-1.542154,29.574331,2024-05-23,4.0,12.2,4.3,2037,43.8,42.9,40.2,38.4,49.7,36.2,8.7591,5,1,0.07854794853083147,48.8,41.86666666666667,0.14207650273224037,1
HH-02194,Burera,-1.448108,29.773797,2023-09-06,2.0,6.2,1.9,1772,11.1,10.3,11.1,9.4,11.7,10.2,3.3668,9,1,0.08614934611964403,12.4,10.633333333333333,0.14247311827956996,1
HH-03137,Rulindo,-1.72282,30.002672,2024-06-16,8.0,11.4,5.3,1449,44.2,56.3,47.8,36.8,,36.3,7.6797,6,0,0.04397501146443852,91.2,44.28000000000001,0.5144736842105262,0
HH-04470,Gakenke,-1.711543,29.887687,2024-04-02,3.0,7.0,3.1,2066,16.7,17.9,17.5,15.5,19.2,19.5,6.404599999999999,4,1,0.11072165994428945,21.0,17.716666666666665,0.15634920634920643,1
HH-01825,Burera,-1.451504,29.810276,2023-09-17,4.0,9.3,4.4,1999,14.4,15.8,14.9,21.1,14.1,14.2,8.7956,9,1,0.1227743934134081,37.2,15.75,0.5766129032258065,0
HH-07349,Rulindo,-1.775991,30.048797,2023-01-08,5.0,7.8,1.5,1732,18.9,19.4,13.7,14.7,13.6,17.7,2.598,1,0,0.09788173369331116,39.0,16.333333333333332,0.5811965811965812,0
HH-05125,Gakenke,-1.713983,29.889984,2024-02-23,2.0,6.9,3.1,2087,5.1,6.6,7.7,7.0,7.7,6.3,6.4697000000000005,2,0,0.11374715148636513,13.8,6.733333333333333,0.5120772946859904,0
HH-04973,Burera,-1.413744,29.815048,2023-10-28,6.0,9.0,2.5,1683,32.4,23.4,21.0,27.3,29.2,21.7,4.2075000000000005,10,1,0.12896405552495205,54.0,25.83333333333333,0.521604938271605,0
HH-00798,Burera,-1.428436,29.843863,2024-01-28,4.0,10.2,1.3,1950,22.4,15.1,21.2,16.8,18.6,21.2,2.535,1,0,0.1558308450442217,40.8,19.216666666666665,0.5290032679738562,0
HH-02872,Gakenke,-1.686779,29.791267,2023-05-17,5.0,6.6,6.6,2020,,30.7,33.3,33.5,28.6,30.6,13.331999999999999,5,1,0.016309933649556706,33.0,31.339999999999996,0.05030303030303041,1
HH-00010,Rulindo,-1.779701,30.01778,2023-09-13,5.0,7.2,5.4,1748,32.4,30.8,31.1,32.5,25.0,32.6,9.439200000000001,9,1,0.07329075811197458,36.0,30.733333333333334,0.14629629629629626,1
HH-06594,Gakenke,-1.708376,29.84946,2023-11-02,6.0,10.9,4.1,2142,55.3,57.0,56.3,59.6,59.1,55.4,8.7822,11,1,0.0746456698047721,65.4,57.11666666666667,0.1266564729867483,1
HH-01945,Rulindo,-1.7634,30.029276,2024-03-15,5.0,6.6,7.6,1698,32.0,29.1,30.6,34.6,23.1,25.9,12.9048,3,1,0.07492130367684699,33.0,29.21666666666667,0.1146464646464646,1
HH-01839,Gakenke,-1.600875,29.75601,2023-04-03,5.0,10.1,0.9,1971,26.9,23.9,19.9,26.0,23.4,18.8,1.7739,4,1,0.07657835792295474,50.5,23.150000000000002,0.5415841584158415,0
HH-04805,Rulindo,-1.719095,30.054616,2023-08-23,5.0,9.5,0.8,1820,22.8,21.2,,18.5,21.9,19.3,1.4560000000000002,8,0,0.09560852094835942,47.5,20.740000000000002,0.5633684210526315,0
HH-00256,Burera,-1.458134,29.832193,2024-06-18,4.0,14.2,0.7,1918,30.9,23.7,26.3,26.8,22.5,29.9,1.3425999999999998,6,0,0.14536092064566067,56.8,26.683333333333334,0.5302230046948356,0
